unifs_ecceFP;unifs_consPDFN;var0;var1;formula
49;23;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
45;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
41;19;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
49;23;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
23;10;true;false;Conj (Neg (Var (S (O))), Var (O))
29;13;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
25;11;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
27;12;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
31;14;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
39;18;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
23;10;false;true;Conj (Neg (Var (O)), Var (S (O)))
25;11;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
21;9;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
27;12;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
25;11;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
33;15;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
33;15;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
29;13;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
36;15;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
32;13;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
38;16;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
34;14;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
34;14;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
35;16;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
33;15;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
47;22;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
45;21;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
33;15;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
35;16;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
31;14;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
45;21;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
47;22;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
33;15;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
29;13;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
33;15;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
29;13;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
41;19;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
41;19;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
37;17;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
29;13;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
25;11;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
31;14;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
33;15;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
29;13;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
40;17;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
36;15;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
41;19;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
37;17;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
45;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
37;17;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
33;15;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
39;18;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
45;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
45;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
41;19;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
41;19;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
