unifs_originalLimited;unifs_etalonLimited;var0;var1;formula
38;23;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
38;23;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
38;23;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
38;23;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
35;21;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
41;25;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
38;23;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
38;23;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
35;21;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
30;18;true;false;Conj (Neg (Var (S (O))), Var (O))
39;23;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
36;21;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
47;28;true;false;Conj (Neg (Var (S (O))), Disj (Var (S (O)), Var (O)))
47;28;true;false;Conj (Neg (Var (S (O))), Disj (Var (O), Var (S (O))))
44;26;true;false;Conj (Neg (Var (S (O))), Disj (Var (O), Var (O)))
44;26;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
30;18;false;true;Conj (Neg (Var (O)), Var (S (O)))
36;21;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
33;19;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
47;28;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
44;26;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
44;26;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
47;28;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
44;27;_;true;Conj (Disj (Var (S (O)), Var (S (O))), Var (S (O)))
41;25;true;true;Conj (Disj (Var (S (O)), Var (S (O))), Var (O))
47;28;false;true;Conj (Disj (Var (S (O)), Var (S (O))), Neg (Var (O)))
58;35;true;true;Conj (Disj (Var (S (O)), Var (S (O))), Disj (Var (S (O)), Var (O)))
58;35;false;true;Conj (Disj (Var (S (O)), Var (S (O))), Disj (Var (S (O)), Var (O)))
58;35;true;true;Conj (Disj (Var (S (O)), Var (S (O))), Disj (Var (O), Var (S (O))))
58;35;false;true;Conj (Disj (Var (S (O)), Var (S (O))), Disj (Var (O), Var (S (O))))
55;33;true;true;Conj (Disj (Var (S (O)), Var (S (O))), Disj (Var (O), Var (O)))
61;37;_;true;Conj (Disj (Var (S (O)), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
58;35;true;true;Conj (Disj (Var (S (O)), Var (S (O))), Conj (Var (S (O)), Var (O)))
58;35;true;true;Conj (Disj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (S (O))))
55;33;true;true;Conj (Disj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (O)))
41;25;true;true;Conj (Disj (Var (S (O)), Var (O)), Var (S (O)))
41;25;false;true;Conj (Disj (Var (S (O)), Var (O)), Var (S (O)))
38;23;true;true;Conj (Disj (Var (S (O)), Var (O)), Var (O))
38;23;true;false;Conj (Disj (Var (S (O)), Var (O)), Var (O))
47;28;true;false;Conj (Disj (Var (S (O)), Var (O)), Neg (Var (S (O))))
44;26;false;true;Conj (Disj (Var (S (O)), Var (O)), Neg (Var (O)))
58;35;true;true;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (S (O)), Var (S (O))))
58;35;false;true;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (S (O)), Var (O)))
55;33;true;false;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (S (O)), Var (O)))
55;33;false;true;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (O), Var (S (O))))
55;33;true;false;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (O), Var (S (O))))
55;33;false;true;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (O), Var (S (O))))
52;31;true;true;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (O), Var (O)))
52;31;true;false;Conj (Disj (Var (S (O)), Var (O)), Disj (Var (O), Var (O)))
58;35;true;true;Conj (Disj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (S (O))))
58;35;false;true;Conj (Disj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Disj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Disj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
52;31;true;true;Conj (Disj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
52;31;true;false;Conj (Disj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
41;25;true;true;Conj (Disj (Var (O), Var (S (O))), Var (S (O)))
41;25;false;true;Conj (Disj (Var (O), Var (S (O))), Var (S (O)))
38;23;true;true;Conj (Disj (Var (O), Var (S (O))), Var (O))
38;23;true;false;Conj (Disj (Var (O), Var (S (O))), Var (O))
47;28;true;false;Conj (Disj (Var (O), Var (S (O))), Neg (Var (S (O))))
44;26;false;true;Conj (Disj (Var (O), Var (S (O))), Neg (Var (O)))
58;35;true;true;Conj (Disj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (S (O))))
58;35;false;true;Conj (Disj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Disj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (O)))
55;33;true;false;Conj (Disj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (O)))
55;33;false;true;Conj (Disj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Disj (Var (O), Var (S (O))), Disj (Var (O), Var (S (O))))
55;33;true;false;Conj (Disj (Var (O), Var (S (O))), Disj (Var (O), Var (S (O))))
55;33;false;true;Conj (Disj (Var (O), Var (S (O))), Disj (Var (O), Var (S (O))))
52;31;true;true;Conj (Disj (Var (O), Var (S (O))), Disj (Var (O), Var (O)))
52;31;true;false;Conj (Disj (Var (O), Var (S (O))), Disj (Var (O), Var (O)))
58;35;true;true;Conj (Disj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
58;35;false;true;Conj (Disj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Disj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Disj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
52;31;true;true;Conj (Disj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
52;31;true;false;Conj (Disj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
38;23;true;true;Conj (Disj (Var (O), Var (O)), Var (S (O)))
35;21;true;_;Conj (Disj (Var (O), Var (O)), Var (O))
44;26;true;false;Conj (Disj (Var (O), Var (O)), Neg (Var (S (O))))
55;33;true;true;Conj (Disj (Var (O), Var (O)), Disj (Var (S (O)), Var (S (O))))
52;31;true;true;Conj (Disj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
52;31;true;false;Conj (Disj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
52;31;true;true;Conj (Disj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
52;31;true;false;Conj (Disj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
49;29;true;_;Conj (Disj (Var (O), Var (O)), Disj (Var (O), Var (O)))
55;33;true;true;Conj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
52;31;true;true;Conj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
52;31;true;true;Conj (Disj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
49;29;true;_;Conj (Disj (Var (O), Var (O)), Conj (Var (O), Var (O)))
44;27;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O)))
41;25;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
47;28;false;true;Conj (Conj (Var (S (O)), Var (S (O))), Neg (Var (O)))
61;37;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Disj (Var (S (O)), Var (S (O))))
58;35;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Disj (Var (S (O)), Var (O)))
58;35;false;true;Conj (Conj (Var (S (O)), Var (S (O))), Disj (Var (S (O)), Var (O)))
58;35;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Disj (Var (O), Var (S (O))))
58;35;false;true;Conj (Conj (Var (S (O)), Var (S (O))), Disj (Var (O), Var (S (O))))
55;33;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Disj (Var (O), Var (O)))
61;37;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
58;35;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Conj (Var (S (O)), Var (O)))
58;35;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (S (O))))
55;33;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (O)))
41;25;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
38;23;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
58;35;true;true;Conj (Conj (Var (S (O)), Var (O)), Disj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Disj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Disj (Var (O), Var (S (O))))
52;31;true;true;Conj (Conj (Var (S (O)), Var (O)), Disj (Var (O), Var (O)))
58;35;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
52;31;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
41;25;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
38;23;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
58;35;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Var (S (O))))
52;31;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Var (O)))
58;35;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
55;33;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
55;33;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
52;31;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
38;23;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
35;21;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
44;26;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
55;33;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (S (O))))
52;31;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
52;31;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
52;31;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
52;31;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
49;29;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
55;33;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
52;31;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
52;31;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
49;29;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
