unifs_etalon;unifs_geoff;var0;var1;formula
28;28;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
26;26;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;32;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
26;26;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
24;24;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
30;30;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O)))))
32;32;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
32;32;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
30;30;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
30;30;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
18;18;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
16;16;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
20;20;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
26;26;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
24;24;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
24;24;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O)))))
24;24;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
24;24;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
22;22;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
28;28;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (O)))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O)))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O))))))
28;28;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O)))))
28;28;true;_;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O))))
26;26;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
24;24;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O)))))
32;32;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
32;32;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
24;24;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
22;22;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
26;26;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O)))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O))))))
30;30;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O))))))
28;28;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O)))))
32;32;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
28;28;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
34;34;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
30;30;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
28;28;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
24;24;true;true;Conj (Var (O), Conj (Disj (Var (O), Var (O)), Var (S (O))))
22;22;true;_;Conj (Var (O), Conj (Disj (Var (O), Var (O)), Var (O)))
26;26;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
24;24;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
26;26;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
24;24;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
30;30;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Var (O))))
32;32;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O))))
32;32;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
30;30;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
24;24;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
22;22;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
26;26;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
30;30;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O))))
30;30;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O)))))
28;28;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O))))
32;32;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
30;30;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
30;30;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
28;28;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
34;34;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
14;14;false;true;Conj (Neg (Var (O)), Var (S (O)))
20;20;true;true;Conj (Disj (Var (O), Var (S (O))), Var (S (O)))
18;18;true;true;Conj (Disj (Var (O), Var (S (O))), Var (O))
18;18;true;true;Conj (Disj (Var (O), Var (O)), Var (S (O)))
16;16;true;_;Conj (Disj (Var (O), Var (O)), Var (O))
20;20;true;false;Conj (Disj (Var (O), Var (O)), Neg (Var (S (O))))
24;24;true;true;Conj (Disj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
24;24;true;true;Conj (Disj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
22;22;true;_;Conj (Disj (Var (O), Var (O)), Disj (Var (O), Var (O)))
26;26;true;true;Conj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
24;24;true;true;Conj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
24;24;true;true;Conj (Disj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
22;22;true;_;Conj (Disj (Var (O), Var (O)), Conj (Var (O), Var (O)))
28;28;true;_;Conj (Disj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
20;20;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
18;18;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
24;24;true;true;Conj (Conj (Var (S (O)), Var (O)), Disj (Var (O), Var (O)))
26;26;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (O)))
26;26;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
24;24;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
20;20;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
18;18;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
28;28;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (S (O))))
26;26;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (S (O)), Var (O)))
26;26;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Var (S (O))))
24;24;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Var (O)))
30;30;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Conj (Var (O), Var (O))))
28;28;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
26;26;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
32;32;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Conj (Var (O), Var (O))))
26;26;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
24;24;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
30;30;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Disj (Var (O), Var (O))))
32;32;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Conj (Var (S (O)), Var (O))))
32;32;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Conj (Var (O), Var (S (O)))))
30;30;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
30;30;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O)))
18;18;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
16;16;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
20;20;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
26;26;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (S (O))))
24;24;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
24;24;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Conj (Var (O), Var (O))))
24;24;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
24;24;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
22;22;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
28;28;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Disj (Var (O), Var (O))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Conj (Var (S (O)), Var (O))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Conj (Var (O), Var (S (O)))))
28;28;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Conj (Var (O), Var (O))))
28;28;true;_;Conj (Conj (Var (O), Var (O)), Disj (Conj (Var (O), Var (O)), Var (O)))
26;26;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
24;24;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Disj (Var (O), Var (O))))
32;32;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;32;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
24;24;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
22;22;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
26;26;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Disj (Var (O), Var (S (O)))))
28;28;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Disj (Var (O), Var (O))))
32;32;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;28;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
34;34;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (S (O))), Var (O)))
30;30;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
28;28;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
