unifs_originalFP;unifs_originalLN;var0;var1;formula
21;30;false;_;Disj (Neg (Var (O)), Neg (Neg (Var (O))))
26;40;false;_;Disj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
27;40;false;true;Disj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
25;38;false;true;Disj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
25;38;false;false;Disj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
25;38;false;false;Disj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
23;36;true;_;Disj (Neg (Var (O)), Disj (Var (O), Var (O)))
23;36;false;_;Disj (Neg (Var (O)), Disj (Var (O), Var (O)))
27;37;true;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
27;37;false;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
25;35;true;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
25;35;false;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
28;39;false;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
25;35;true;true;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
25;35;false;true;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
23;33;true;_;Disj (Neg (Var (O)), Conj (Var (O), Var (O)))
23;33;false;_;Disj (Neg (Var (O)), Conj (Var (O), Var (O)))
31;44;true;_;Disj (Neg (Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
28;39;false;true;Disj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
22;31;true;true;Disj (Conj (Var (O), Var (O)), Var (S (O)))
22;31;true;false;Disj (Conj (Var (O), Var (O)), Var (S (O)))
20;29;true;_;Disj (Conj (Var (O), Var (O)), Var (O))
25;35;true;true;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
25;35;true;false;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
23;33;true;_;Disj (Conj (Var (O), Var (O)), Neg (Var (O)))
28;40;true;_;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
16;19;_;true;Conj (Var (S (O)), Var (S (O)))
14;17;true;true;Conj (Var (S (O)), Var (O))
17;21;false;true;Conj (Var (S (O)), Neg (Var (O)))
22;27;_;true;Conj (Var (S (O)), Neg (Neg (Var (S (O)))))
20;25;true;true;Conj (Var (S (O)), Neg (Neg (Var (O))))
23;29;false;true;Conj (Var (S (O)), Neg (Neg (Neg (Var (O)))))
28;39;true;true;Conj (Var (S (O)), Neg (Neg (Disj (Var (O), Var (O)))))
30;38;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (S (O)), Var (O)))))
30;38;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (S (O))))))
28;36;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (O)))))
25;35;false;true;Conj (Var (S (O)), Neg (Disj (Var (O), Var (O))))
27;34;false;true;Conj (Var (S (O)), Neg (Conj (Var (S (O)), Var (O))))
27;34;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (S (O)))))
25;32;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (O))))
30;38;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Neg (Var (S (O))))))
28;36;true;true;Conj (Var (S (O)), Neg (Conj (Var (O), Neg (Var (O)))))
28;36;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Neg (Var (O)))))
26;35;_;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))
24;33;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
24;33;false;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
27;37;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Neg (Var (O))))
27;37;false;true;Conj (Var (S (O)), Disj (Var (S (O)), Neg (Var (O))))
34;46;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
32;44;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Conj (Var (O), Var (O))))
24;33;true;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
24;33;false;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
22;31;true;true;Conj (Var (S (O)), Disj (Var (O), Var (O)))
27;37;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (S (O)))))
25;35;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
25;35;false;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
28;39;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Neg (Var (O)))))
30;45;true;true;Conj (Var (S (O)), Disj (Var (O), Disj (Var (O), Var (O))))
34;46;true;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
34;46;false;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
32;44;true;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (S (O)))))
30;42;true;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (O))))
27;37;true;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (S (O))))
27;37;false;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (S (O))))
25;35;true;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (O)))
25;35;false;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (O)))
28;39;false;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Neg (Var (O))))
26;32;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))
24;30;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))
27;34;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
30;38;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (O)))))
34;46;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Disj (Var (O), Var (S (O)))))
34;46;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Disj (Var (O), Var (S (O)))))
32;44;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Disj (Var (O), Var (O))))
36;45;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
34;43;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
34;43;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
32;41;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
24;30;true;true;Conj (Var (S (O)), Conj (Var (O), Var (S (O))))
22;28;true;true;Conj (Var (S (O)), Conj (Var (O), Var (O)))
30;38;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (S (O))))))
28;36;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O)))))
34;46;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
32;44;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (S (O)))))
30;42;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
34;43;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
32;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
32;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
30;39;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
40;52;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
38;50;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
27;34;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
28;36;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
30;39;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
14;17;true;true;Conj (Var (O), Var (S (O)))
12;15;true;_;Conj (Var (O), Var (O))
17;21;true;false;Conj (Var (O), Neg (Var (S (O))))
20;25;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
18;23;true;_;Conj (Var (O), Neg (Neg (Var (O))))
23;29;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
24;31;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
28;39;true;true;Conj (Var (O), Neg (Neg (Disj (Var (O), Var (S (O))))))
26;37;true;_;Conj (Var (O), Neg (Neg (Disj (Var (O), Var (O)))))
30;38;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
28;36;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
28;36;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
26;34;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
27;37;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
28;39;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
27;34;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
25;32;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
30;38;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (S (O))))))
28;36;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
28;36;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
33;43;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (O)))))
25;32;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
28;36;true;true;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (S (O))))))
26;34;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
33;43;true;false;Conj (Var (O), Neg (Conj (Var (O), Conj (Var (S (O)), Var (O)))))
28;36;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
28;36;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
26;34;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
24;33;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
22;31;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
22;31;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
27;37;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
27;37;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
25;35;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
28;39;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Neg (Var (O)))))
28;39;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Neg (Var (O)))))
30;45;true;true;Conj (Var (O), Disj (Var (S (O)), Disj (Var (O), Var (O))))
30;45;true;false;Conj (Var (O), Disj (Var (S (O)), Disj (Var (O), Var (O))))
34;46;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
32;44;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;42;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
30;42;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
22;31;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
22;31;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
20;29;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
25;35;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
25;35;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
23;33;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
28;39;true;true;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (S (O))))))
28;39;true;false;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (S (O))))))
26;37;true;_;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (O)))))
31;44;true;_;Conj (Var (O), Disj (Var (O), Neg (Conj (Var (O), Var (O)))))
32;47;true;false;Conj (Var (O), Disj (Var (O), Disj (Var (S (O)), Var (S (O)))))
30;45;true;true;Conj (Var (O), Disj (Var (O), Disj (Var (S (O)), Var (O))))
30;45;true;false;Conj (Var (O), Disj (Var (O), Disj (Var (S (O)), Var (O))))
30;45;true;true;Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (S (O)))))
28;43;true;_;Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (O))))
32;44;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;42;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
30;42;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
30;42;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
28;40;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
33;46;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
38;53;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
36;51;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
25;35;true;true;Conj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
23;33;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
31;44;true;_;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (O))))
28;40;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
24;30;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
22;28;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
30;38;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
28;36;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
34;46;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O)))))
32;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (S (O)))))
30;42;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
34;43;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
32;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;39;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
40;52;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
38;50;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
22;28;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
20;26;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
25;32;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
28;36;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
26;34;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
34;45;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
35;45;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O))))))
33;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
33;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (O), Var (S (O))))))
32;44;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
30;42;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;42;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;42;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
30;42;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
28;40;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
33;46;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (S (O))))))
31;44;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (O)))))
38;53;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O))))))
36;51;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O)))))
32;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;39;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
40;52;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
38;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
30;39;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;37;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
33;43;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
34;45;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
38;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O))))))
36;51;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O)))))
40;52;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
38;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
38;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
36;48;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
25;32;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
30;39;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
28;37;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
17;21;true;false;Conj (Neg (Var (S (O))), Var (O))
22;27;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
20;25;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
25;32;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
17;21;false;true;Conj (Neg (Var (O)), Var (S (O)))
20;25;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
18;23;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
23;29;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
26;33;false;false;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (S (O))))))
24;31;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
28;39;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
28;39;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
26;37;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
28;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
28;36;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
28;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
28;36;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
26;34;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
29;38;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Neg (Var (O)))))
27;37;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
25;35;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
28;39;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Neg (Var (O))))
25;35;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
26;37;false;_;Conj (Neg (Var (O)), Disj (Var (O), Neg (Var (O))))
28;39;false;true;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (S (O))))
26;37;false;_;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (O)))
27;34;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
28;36;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
28;36;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
31;40;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
29;38;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
22;28;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
20;26;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
25;32;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
28;40;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
30;39;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
30;39;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
28;37;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
