unifs_etalon;unifs_ecceLN;var0;var1;formula
30;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
24;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
22;33;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
26;39;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
32;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
30;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
30;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
28;41;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
36;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
34;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
14;23;false;true;Conj (Neg (Var (O)), Var (S (O)))
22;35;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
22;37;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O)))
20;33;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
20;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
18;29;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
26;41;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
24;37;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
20;33;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
18;29;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
28;45;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
26;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
26;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
24;37;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
18;29;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
16;25;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
20;31;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
24;45;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
24;45;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
22;41;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
30;57;true;true;Conj (Conj (Var (O), Var (O)), Disj (Conj (Var (O), Var (O)), Var (S (O))))
30;56;true;false;Conj (Conj (Var (O), Var (O)), Disj (Conj (Var (O), Var (O)), Var (S (O))))
28;53;true;_;Conj (Conj (Var (O), Var (O)), Disj (Conj (Var (O), Var (O)), Var (O)))
26;41;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
24;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
32;49;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
24;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
22;33;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
26;39;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
32;49;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
30;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
30;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
28;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
