unifs_ecceLP;unifs_originalFN;var0;var1;formula
45;50;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
35;34;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
33;36;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
47;47;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;43;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
41;41;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O)))
41;41;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
37;39;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
49;52;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
45;50;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
21;17;true;true;Conj (Var (O), Var (S (O)))
17;15;true;_;Conj (Var (O), Var (O))
23;21;true;false;Conj (Var (O), Neg (Var (S (O))))
25;25;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
21;23;true;_;Conj (Var (O), Neg (Neg (Var (O))))
27;29;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
29;33;true;true;Conj (Var (O), Neg (Neg (Neg (Neg (Var (S (O)))))))
25;31;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
37;38;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
33;36;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
33;36;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
29;34;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
35;40;true;false;Conj (Var (O), Neg (Neg (Conj (Var (O), Neg (Var (S (O)))))))
41;47;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))))
37;45;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
35;37;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
33;39;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
47;53;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))))
33;39;true;false;Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O)))))
35;43;true;true;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (S (O))))))
31;41;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
42;34;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
38;32;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
44;36;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
38;32;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
40;34;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
42;36;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (O))))
42;36;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
42;36;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
38;34;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
50;43;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Var (S (O)))))
40;33;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
36;31;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
36;31;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
46;37;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
46;37;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
42;35;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
55;44;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
51;42;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
51;42;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
36;31;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
36;31;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
32;29;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
42;35;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
42;35;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
38;33;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
51;42;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
51;42;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
47;40;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
44;37;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (S (O))))
44;37;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (S (O))))
40;35;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
40;35;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
40;35;true;true;Conj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
36;33;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
45;39;true;false;Conj (Var (O), Disj (Neg (Var (O)), Neg (Var (S (O)))))
53;46;true;true;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (S (O)))))
49;44;true;_;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (O))))
48;42;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
48;42;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
44;40;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
53;46;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
49;44;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (O))))
33;30;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
29;28;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
37;38;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
33;36;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
48;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
44;42;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
45;43;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
41;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
53;54;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
49;52;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
37;39;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
41;47;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O))))))
53;54;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
49;52;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
49;52;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
45;50;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
49;52;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
45;50;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
29;28;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
25;26;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
31;32;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
33;36;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
29;34;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
35;40;true;false;Conj (Var (O), Conj (Var (O), Neg (Neg (Neg (Var (S (O)))))))
41;47;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O)))))))
37;45;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
43;48;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
46;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
48;44;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
44;42;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
44;42;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
44;42;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
44;42;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
40;40;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
48;46;true;true;Conj (Var (O), Conj (Var (O), Disj (Neg (Var (O)), Var (S (O)))))
44;44;true;_;Conj (Var (O), Conj (Var (O), Disj (Neg (Var (O)), Var (O))))
56;53;true;false;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
41;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
37;39;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
41;47;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O))))))
53;54;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
49;52;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
49;52;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
45;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
37;39;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
33;37;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
39;43;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
41;47;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O)))))))
37;45;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
49;52;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
45;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
45;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
41;48;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
47;54;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))))
53;61;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))))
49;59;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
39;43;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
45;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
45;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
41;48;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
47;54;true;false;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))))
49;59;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
31;32;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
37;38;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
39;43;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
41;41;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
37;39;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
41;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
37;39;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
49;52;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
45;50;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
37;39;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
33;37;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
39;43;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
41;47;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O))))))
37;45;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
49;52;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;50;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
45;50;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
41;48;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
47;54;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O))))))
53;61;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
49;59;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
23;21;true;false;Conj (Neg (Var (S (O))), Var (O))
29;27;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
25;25;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
27;29;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
31;32;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
37;38;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Neg (Var (S (O)))))
39;43;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
39;43;true;false;Conj (Neg (Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O)))
23;21;false;true;Conj (Neg (Var (O)), Var (S (O)))
25;25;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
21;23;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
27;29;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
29;33;false;false;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (S (O))))))
25;31;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
39;42;false;true;Conj (Neg (Var (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
37;41;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
33;39;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
33;39;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
29;37;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
40;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
40;36;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
36;34;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
42;37;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
38;35;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
38;35;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
42;39;false;true;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (S (O))))
42;39;false;false;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (S (O))))
38;37;false;_;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (O)))
35;34;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
33;36;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
39;42;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
47;47;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
45;49;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
59;60;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
45;49;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
39;42;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
35;40;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (O))))
33;36;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
35;40;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
31;38;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
45;49;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
47;47;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
33;30;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
33;30;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
29;28;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
37;39;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
33;30;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
29;28;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
33;36;true;true;Conj (Conj (Var (O), Var (S (O))), Neg (Neg (Var (O))))
45;43;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
41;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
41;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
37;39;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
29;28;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
25;26;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
31;32;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
33;36;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
29;34;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
43;48;true;false;Conj (Conj (Var (O), Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
44;42;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
44;42;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
40;40;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
41;41;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
37;39;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
49;52;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
45;50;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
37;39;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
33;37;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
39;43;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
37;45;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Neg (Var (O)))))
49;52;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
45;50;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
45;50;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
41;48;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
45;50;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
41;48;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
