unifs_consPDLN;unifs_ecceFN;var0;var1;formula
17;39;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))
15;35;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))
16;37;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
19;43;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
17;39;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (O)))))
20;45;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Disj (Var (O), Var (O)))))
20;48;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Conj (Var (O), Var (O)))))
23;52;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
21;48;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
22;50;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
25;57;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
21;48;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
19;44;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
25;57;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
25;57;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
23;53;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
22;53;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
15;35;true;true;Conj (Var (S (O)), Conj (Var (O), Var (S (O))))
13;31;true;true;Conj (Var (S (O)), Conj (Var (O), Var (O)))
17;39;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (S (O))))))
15;35;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O)))))
19;44;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
21;48;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
19;44;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
25;57;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
25;57;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
23;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
19;44;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
17;40;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
19;44;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
25;57;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
23;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
23;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
21;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
25;58;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
23;57;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
23;57;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
21;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
25;62;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
16;40;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
15;38;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
22;53;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
21;51;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O)))))
21;54;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O)))))
19;48;true;true;Conj (Var (S (O)), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
21;52;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
19;48;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O)))
23;57;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
19;48;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
17;44;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
23;57;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
23;57;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
21;53;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
9;22;true;true;Conj (Var (O), Var (S (O)))
7;18;true;_;Conj (Var (O), Var (O))
10;24;true;false;Conj (Var (O), Neg (Var (S (O))))
11;26;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
9;22;true;_;Conj (Var (O), Neg (Neg (Var (O))))
12;28;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
13;30;true;true;Conj (Var (O), Neg (Neg (Neg (Neg (Var (S (O)))))))
11;26;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
15;44;true;false;Conj (Var (O), Neg (Neg (Disj (Var (S (O)), Var (O)))))
17;39;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
15;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
19;44;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Conj (Var (O), Var (O))))))
15;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
13;31;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
16;37;true;false;Conj (Var (O), Neg (Neg (Conj (Var (O), Neg (Var (S (O)))))))
19;44;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (S (O)), Var (O))))))
19;44;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))))
17;40;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
19;48;true;true;Conj (Var (O), Neg (Neg (Conj (Conj (Var (O), Var (O)), Var (S (O))))))
17;44;true;_;Conj (Var (O), Neg (Neg (Conj (Conj (Var (O), Var (O)), Var (O)))))
16;36;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
15;34;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
18;40;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Neg (Var (S (O)))))))
19;43;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Conj (Var (O), Var (O))))))
22;48;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))))
22;51;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
20;47;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
16;36;true;true;Conj (Var (O), Neg (Disj (Neg (Var (S (O))), Neg (Var (O)))))
15;34;true;false;Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O)))))
16;36;true;true;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (S (O))))))
14;32;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
16;39;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
14;35;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
17;41;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (S (O))))))
15;37;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
15;37;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
18;43;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Neg (Var (S (O)))))))
19;46;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Conj (Var (O), Var (O))))))
22;51;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))))
22;54;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
20;50;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
18;44;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (O)))))
14;35;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
15;37;true;true;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (S (O))))))
13;33;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
15;37;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (O))))
16;39;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Neg (Var (O)))))
15;37;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
15;37;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
13;33;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
16;39;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Neg (Var (S (O))))))
14;35;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Neg (Var (O)))))
17;42;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Conj (Var (O), Var (O)))))
18;44;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Var (S (O)))))
15;44;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
13;40;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
13;40;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
16;52;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
17;57;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
13;40;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
13;39;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
11;36;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
14;50;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
14;50;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
12;46;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
19;63;true;false;Conj (Var (O), Disj (Disj (Var (S (O)), Var (S (O))), Var (O)))
19;55;true;false;Conj (Var (O), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
17;52;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
17;51;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
15;48;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
16;52;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (O))))
19;61;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
15;35;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
13;31;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
17;39;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
15;35;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
19;44;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (O))))))
21;48;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
19;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
25;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
25;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
23;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
19;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
17;40;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
19;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O))))))
25;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
23;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
23;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
21;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
25;58;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
23;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O))))
23;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
21;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
25;62;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
13;31;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
11;27;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
14;33;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
15;35;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
13;31;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
16;37;true;false;Conj (Var (O), Conj (Var (O), Neg (Neg (Neg (Var (S (O)))))))
19;44;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O))))))
19;44;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O)))))))
17;40;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
20;45;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
19;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O))))))
19;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O))))))
20;48;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O))))))
18;44;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
19;46;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O))))))
18;44;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (O), Var (S (O))))))
19;46;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O))))))
17;49;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
17;49;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
15;45;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
19;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
17;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
19;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O))))))
25;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
23;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
23;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
21;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
25;58;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))))
17;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
15;36;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
18;42;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
19;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O)))))))
17;40;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
21;58;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O)))))
23;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
21;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
25;58;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))))
21;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
19;45;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
22;51;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))))
25;58;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))))
25;58;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))))
23;54;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
25;62;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))))
23;58;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))))
18;45;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
22;54;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))))
23;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O)))))
21;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
21;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
19;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
22;55;true;false;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))))
25;62;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))))
25;62;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))))
23;58;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
14;36;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
17;42;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
16;40;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Neg (Var (O)))))
18;45;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
22;54;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O)))))
22;58;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O))))
19;48;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
17;44;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
21;53;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O))))
19;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
17;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
23;57;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O))))
23;57;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
21;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
17;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
15;40;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
18;46;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
19;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O))))))
17;44;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
21;62;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O))))
23;57;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
21;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
25;62;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
21;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
19;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
22;55;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O))))))
25;62;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
25;62;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
23;58;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
23;62;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
10;27;true;false;Conj (Neg (Var (S (O))), Var (O))
13;33;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
11;29;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
12;31;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
15;37;false;false;Conj (Neg (Var (S (O))), Neg (Disj (Var (O), Var (O))))
15;40;false;false;Conj (Neg (Var (S (O))), Neg (Conj (Var (O), Var (O))))
14;36;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
17;42;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Neg (Var (S (O)))))
18;45;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
16;43;false;false;Conj (Neg (Var (S (O))), Conj (Neg (Var (O)), Neg (Var (O))))
18;49;true;false;Conj (Neg (Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O)))
10;27;false;true;Conj (Neg (Var (O)), Var (S (O)))
11;29;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
9;25;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
12;31;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
13;33;false;false;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (S (O))))))
11;29;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
18;44;false;true;Conj (Neg (Var (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
17;41;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
15;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
15;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
13;33;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
16;39;false;true;Conj (Neg (Var (O)), Neg (Disj (Var (O), Neg (Var (S (O))))))
17;44;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (S (O)))))
15;40;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
15;40;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
15;40;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
15;40;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
13;36;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
16;42;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Neg (Var (S (O))))))
16;49;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
14;44;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
14;45;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
16;40;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
15;38;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
18;44;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
19;46;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Disj (Var (O), Var (O)))))
19;49;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Conj (Var (O), Var (O)))))
22;53;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
21;51;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
28;66;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
21;54;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
20;52;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O)))))
18;47;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
16;43;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (O))))
15;41;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
16;43;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
14;39;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
