unifs_consPDLP;unifs_ecceFP;var0;var1;formula
14;34;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
14;34;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
12;30;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
13;32;true;_;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (O)))))
15;39;true;_;Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (O))))
19;44;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
17;40;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
17;43;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
17;40;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
15;36;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
19;44;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
14;34;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
14;34;true;true;Conj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
12;30;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
17;40;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
15;36;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
15;33;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
13;29;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
17;37;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
15;33;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
19;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
19;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (S (O)))))
17;40;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
21;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
19;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
23;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
19;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
17;37;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
23;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
23;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
21;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
21;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
13;29;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
11;25;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
14;31;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
15;33;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
13;29;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
17;37;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
20;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
18;42;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
19;44;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
17;40;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
17;40;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
17;40;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
17;40;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
15;36;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
19;44;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O)))))
19;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
17;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
23;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
23;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
21;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
17;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
15;33;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
18;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
17;37;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
19;44;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O)))))
23;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
21;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
21;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
19;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
23;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
18;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
21;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
19;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
14;31;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
17;37;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
18;39;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
19;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
17;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
17;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
15;33;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
18;39;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
17;37;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
19;44;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O))))
23;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
21;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
21;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
19;41;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
23;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
10;23;true;false;Conj (Neg (Var (S (O))), Var (O))
13;29;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
11;25;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
12;27;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
14;34;true;false;Conj (Neg (Var (S (O))), Disj (Var (O), Var (O)))
14;31;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
18;39;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
10;23;false;true;Conj (Neg (Var (O)), Var (S (O)))
11;25;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
9;21;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
12;27;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
11;25;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
15;33;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
15;33;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
13;29;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
15;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
15;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
13;32;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
16;38;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
14;34;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
15;36;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Neg (Var (O))))
14;34;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
16;35;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
15;33;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
22;47;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
21;45;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
15;33;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
16;35;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
14;31;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
21;45;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
22;47;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
15;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
13;29;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
15;33;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
13;29;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
19;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
19;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
17;37;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
13;29;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
11;25;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
14;31;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
15;33;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
13;29;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
17;40;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
17;40;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
17;40;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
15;36;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
19;41;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
17;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
21;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
17;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
15;33;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
18;39;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
21;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
21;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
19;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
19;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
