unifs_originalFN;unifs_ecceFN;var0;var1;formula
38;39;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
49;54;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
47;57;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
30;39;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
28;35;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
30;39;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
28;35;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
41;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
41;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
39;44;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
28;35;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
26;31;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
32;37;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
36;39;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
34;35;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
41;48;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
39;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
50;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
39;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
37;40;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
43;46;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
50;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
50;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
48;49;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
48;53;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
