unifs_etalon;unifs_consPDLN;var0;var1;formula
34;23;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))))
32;23;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O)))))
30;21;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
30;21;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
28;19;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
36;25;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))))
36;25;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))))
34;23;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
26;19;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
24;17;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
30;21;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O))))
26;19;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
24;17;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
32;23;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O))))
32;23;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
30;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
24;17;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
22;15;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
26;18;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
30;21;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O))))
28;19;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O))))
32;23;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
30;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
36;25;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
30;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
28;19;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
36;25;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
36;25;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
34;23;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
34;23;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
14;10;false;true;Conj (Neg (Var (O)), Var (S (O)))
22;16;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
22;17;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O)))
20;15;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
20;15;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
18;13;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
26;19;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (O)))
26;19;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
24;17;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
20;15;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
18;13;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
28;21;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
26;19;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
26;19;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
24;17;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
30;21;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
18;13;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
16;11;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
20;14;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
28;20;true;false;Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (S (O)), Var (S (O)))))
26;18;true;false;Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (S (O)))))
24;17;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
24;17;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
30;21;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Conj (Var (O), Var (O))))
24;17;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
24;17;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
22;15;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
26;19;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
24;17;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
32;23;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;23;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
24;17;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
22;15;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
26;18;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
30;21;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Disj (Var (S (O)), Var (O))))
32;23;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
30;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;19;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
34;23;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
30;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
28;19;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
34;23;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
