unifs_etalon;unifs_originalLP;var0;var1;formula
28;51;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
26;48;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
26;48;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
24;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
30;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O)))))
32;60;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
30;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
18;33;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
16;30;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
20;38;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
20;40;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
28;53;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O))))))
26;50;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (O), Var (S (O))))))
26;48;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
24;45;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
24;45;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
24;45;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
24;45;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
22;42;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
26;50;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (S (O))))))
28;54;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (O)))))
30;57;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O))))))
30;57;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O))))))
28;54;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O)))))
26;48;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
24;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
30;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O)))))
32;60;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
30;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
24;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
22;42;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
26;50;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
30;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O))))))
30;57;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O))))))
28;54;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O)))))
32;60;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
30;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
30;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
28;54;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
24;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
22;42;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
28;54;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
14;26;false;true;Conj (Neg (Var (O)), Var (S (O)))
22;41;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
18;33;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
18;33;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
16;30;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
20;38;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
24;45;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
24;45;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
24;45;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
24;45;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
22;42;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
26;48;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
24;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
24;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
22;42;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
28;54;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
