unifs_ecceLP;unifs_consPDFN;var0;var1;formula
41;19;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
37;17;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
49;23;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
45;21;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
21;9;true;true;Conj (Var (O), Var (S (O)))
17;7;true;_;Conj (Var (O), Var (O))
23;10;true;false;Conj (Var (O), Neg (Var (S (O))))
25;11;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
21;9;true;_;Conj (Var (O), Neg (Neg (Var (O))))
27;12;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
29;13;true;true;Conj (Var (O), Neg (Neg (Neg (Neg (Var (S (O)))))))
25;11;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
37;17;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
33;15;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
33;15;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
29;13;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
35;16;true;false;Conj (Var (O), Neg (Neg (Conj (Var (O), Neg (Var (S (O)))))))
41;19;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))))
37;17;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
35;16;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
33;15;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
47;22;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))))
33;15;true;false;Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O)))))
35;16;true;true;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (S (O))))))
31;14;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
42;16;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
38;14;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
44;15;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
38;14;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
40;13;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
42;15;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (O))))
42;15;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
42;15;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
38;13;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
50;18;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Var (S (O)))))
40;15;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
36;13;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
36;13;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
46;16;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
46;16;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
42;14;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
55;19;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
51;17;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
51;17;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
36;13;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
36;13;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
32;11;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
42;14;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
42;14;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
38;12;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
51;17;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
51;17;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
47;15;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
44;16;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (S (O))))
44;16;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (S (O))))
40;14;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
40;14;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
40;14;true;true;Conj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
36;12;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
45;15;true;false;Conj (Var (O), Disj (Neg (Var (O)), Neg (Var (S (O)))))
53;18;true;true;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (S (O)))))
49;16;true;_;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (O))))
52;19;true;false;Conj (Var (O), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
48;17;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
48;17;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
44;15;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
49;16;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (O))))
57;19;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
33;15;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
29;13;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
37;17;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
33;15;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
48;19;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
44;17;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
45;21;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
41;19;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
53;25;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
49;23;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;19;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
37;17;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
41;19;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O))))))
53;25;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
49;23;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
49;23;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
45;21;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
49;23;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
45;21;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
29;13;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
25;11;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
31;14;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
33;15;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
29;13;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
35;16;true;false;Conj (Var (O), Conj (Var (O), Neg (Neg (Neg (Var (S (O)))))))
41;19;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O)))))))
37;17;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
43;20;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
46;18;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
48;19;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
44;17;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
44;17;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
44;17;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
44;17;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
40;15;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
48;18;true;true;Conj (Var (O), Conj (Var (O), Disj (Neg (Var (O)), Var (S (O)))))
44;16;true;_;Conj (Var (O), Conj (Var (O), Disj (Neg (Var (O)), Var (O))))
41;19;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
37;17;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
41;19;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O))))))
53;25;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
49;23;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
49;23;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
45;21;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
37;17;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
33;15;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
39;18;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
41;19;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O)))))))
37;17;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
49;23;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
45;21;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
45;21;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
41;19;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
47;22;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))))
53;25;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))))
49;23;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
39;18;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
45;21;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
45;21;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
41;19;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
47;22;true;false;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))))
49;23;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
31;14;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
37;17;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
39;18;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
41;19;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
37;17;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
41;19;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
37;17;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
49;23;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
45;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
37;17;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
33;15;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
39;18;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
41;19;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O))))))
37;17;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
49;23;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
45;21;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
41;19;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
47;22;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O))))))
53;25;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
49;23;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
23;10;true;false;Conj (Neg (Var (S (O))), Var (O))
29;13;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
25;11;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
27;12;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
31;14;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
37;17;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Neg (Var (S (O)))))
39;18;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
39;18;true;false;Conj (Neg (Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O)))
23;10;false;true;Conj (Neg (Var (O)), Var (S (O)))
25;11;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
21;9;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
27;12;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
29;13;false;false;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (S (O))))))
25;11;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
39;18;false;true;Conj (Neg (Var (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
37;17;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
33;15;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
33;15;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
29;13;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
40;15;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
40;15;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
36;13;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
42;16;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
38;14;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
38;14;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
42;15;false;true;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (S (O))))
42;15;false;false;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (S (O))))
38;13;false;_;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (O)))
35;16;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
33;15;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
39;18;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
47;22;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
45;21;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
59;28;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
45;21;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
39;18;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
35;16;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (O))))
33;15;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
35;16;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
31;14;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
45;21;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
47;22;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
33;15;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
33;15;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
29;13;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
37;17;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
33;15;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
29;13;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
33;15;true;true;Conj (Conj (Var (O), Var (S (O))), Neg (Neg (Var (O))))
45;21;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
41;19;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
41;19;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
37;17;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
29;13;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
25;11;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
31;14;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
33;15;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
29;13;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
43;20;true;false;Conj (Conj (Var (O), Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
44;17;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
44;17;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
40;15;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
41;19;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
37;17;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
49;23;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
45;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
37;17;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
33;15;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
39;18;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
37;17;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Neg (Var (O)))))
49;23;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
45;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
45;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
41;19;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
45;21;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
41;19;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
