unifs_originalLP;unifs_originalFN;var0;var1;formula
31;28;true;false;Disj (Neg (Var (O)), Neg (Var (S (O))))
31;28;false;true;Disj (Neg (Var (O)), Neg (Var (S (O))))
31;28;false;false;Disj (Neg (Var (O)), Neg (Var (S (O))))
28;26;false;_;Disj (Neg (Var (O)), Neg (Var (O)))
33;30;true;_;Disj (Neg (Var (O)), Neg (Neg (Var (O))))
33;30;false;_;Disj (Neg (Var (O)), Neg (Neg (Var (O))))
38;38;false;true;Disj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
38;38;false;false;Disj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
38;38;false;false;Disj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
35;36;false;_;Disj (Neg (Var (O)), Disj (Var (O), Var (O)))
41;37;true;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
41;37;false;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
41;37;false;false;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
38;35;true;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
38;35;false;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
38;35;false;false;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
38;35;true;true;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
38;35;false;true;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
38;35;false;false;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
35;33;true;_;Disj (Neg (Var (O)), Conj (Var (O), Var (O)))
35;33;false;_;Disj (Neg (Var (O)), Conj (Var (O), Var (O)))
47;44;true;_;Disj (Neg (Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
33;31;true;true;Disj (Conj (Var (O), Var (O)), Var (S (O)))
33;31;true;false;Disj (Conj (Var (O), Var (O)), Var (S (O)))
33;31;false;true;Disj (Conj (Var (O), Var (O)), Var (S (O)))
30;29;true;_;Disj (Conj (Var (O), Var (O)), Var (O))
38;35;true;true;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
38;35;true;false;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
35;33;true;_;Disj (Conj (Var (O), Var (O)), Neg (Var (O)))
35;33;false;_;Disj (Conj (Var (O), Var (O)), Neg (Var (O)))
45;42;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
45;42;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
45;42;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
45;42;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
42;40;true;_;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
24;19;_;true;Conj (Var (S (O)), Var (S (O)))
21;17;true;true;Conj (Var (S (O)), Var (O))
26;21;false;true;Conj (Var (S (O)), Neg (Var (O)))
34;27;_;true;Conj (Var (S (O)), Neg (Neg (Var (S (O)))))
31;25;true;true;Conj (Var (S (O)), Neg (Neg (Var (O))))
36;29;false;true;Conj (Var (S (O)), Neg (Neg (Neg (Var (O)))))
46;38;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (S (O)), Var (O)))))
46;38;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (S (O))))))
43;36;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (O)))))
38;35;false;true;Conj (Var (S (O)), Neg (Disj (Var (O), Var (O))))
41;34;false;true;Conj (Var (S (O)), Neg (Conj (Var (S (O)), Var (O))))
41;34;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (S (O)))))
38;32;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (O))))
46;38;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Neg (Var (S (O))))))
43;36;true;true;Conj (Var (S (O)), Neg (Conj (Var (O), Neg (Var (O)))))
43;36;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Neg (Var (O)))))
50;43;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Conj (Var (O), Var (O)))))
43;36;true;true;Conj (Var (S (O)), Neg (Conj (Neg (Var (O)), Var (O))))
39;35;_;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))
36;33;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
36;33;false;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
44;39;_;true;Conj (Var (S (O)), Disj (Var (S (O)), Neg (Var (S (O)))))
41;37;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Neg (Var (O))))
41;37;false;true;Conj (Var (S (O)), Disj (Var (S (O)), Neg (Var (O))))
48;44;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Conj (Var (O), Var (O))))
48;44;false;true;Conj (Var (S (O)), Disj (Var (S (O)), Conj (Var (O), Var (O))))
36;33;true;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
36;33;false;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
33;31;true;true;Conj (Var (S (O)), Disj (Var (O), Var (O)))
41;37;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (S (O)))))
38;35;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
38;35;false;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
50;46;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Conj (Var (O), Var (O)))))
51;46;false;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
48;44;true;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (S (O)), Var (O))))
48;44;true;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (S (O)))))
45;42;true;true;Conj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (O))))
41;37;true;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (S (O))))
41;37;false;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (S (O))))
38;35;true;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (O)))
38;35;false;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (O)))
39;32;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))
36;30;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))
41;34;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
46;38;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (O)))))
51;46;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Disj (Var (O), Var (S (O)))))
48;44;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Disj (Var (O), Var (O))))
54;45;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
51;43;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
51;43;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
48;41;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
36;30;true;true;Conj (Var (S (O)), Conj (Var (O), Var (S (O))))
33;28;true;true;Conj (Var (S (O)), Conj (Var (O), Var (O)))
46;38;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (S (O))))))
43;36;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O)))))
48;44;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (S (O)), Var (O))))
48;44;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (S (O)))))
45;42;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
50;46;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Neg (Var (O)))))
51;43;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
48;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
48;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
45;39;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
60;52;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
57;50;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
41;34;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
43;36;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
48;41;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
45;39;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
21;17;true;true;Conj (Var (O), Var (S (O)))
18;15;true;_;Conj (Var (O), Var (O))
26;21;true;false;Conj (Var (O), Neg (Var (S (O))))
31;25;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
28;23;true;_;Conj (Var (O), Neg (Neg (Var (O))))
36;29;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
38;31;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
43;39;true;false;Conj (Var (O), Neg (Neg (Disj (Var (S (O)), Var (O)))))
43;39;true;false;Conj (Var (O), Neg (Neg (Disj (Var (O), Var (S (O))))))
40;37;true;_;Conj (Var (O), Neg (Neg (Disj (Var (O), Var (O)))))
46;38;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
43;36;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
43;36;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
40;34;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
52;45;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
41;37;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
43;39;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
41;34;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
38;32;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
46;38;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (S (O))))))
43;36;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
43;36;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
53;45;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
50;43;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (O)))))
38;32;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
43;36;true;true;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (S (O))))))
40;34;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
43;36;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
43;36;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
40;34;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
36;33;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
33;31;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
33;31;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
41;37;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
41;37;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
38;35;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
43;39;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Neg (Var (O)))))
50;46;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Conj (Var (O), Var (O)))))
48;47;true;false;Conj (Var (O), Disj (Var (S (O)), Disj (Var (O), Var (S (O)))))
48;44;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (S (O)), Var (O))))
48;44;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
45;42;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
45;42;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
33;31;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
33;31;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
30;29;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
38;35;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
38;35;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
35;33;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
43;39;true;false;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (S (O))))))
40;37;true;_;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (O)))))
50;46;true;true;Conj (Var (O), Disj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
50;46;true;true;Conj (Var (O), Disj (Var (O), Neg (Conj (Var (O), Var (S (O))))))
47;44;true;_;Conj (Var (O), Disj (Var (O), Neg (Conj (Var (O), Var (O)))))
48;47;true;false;Conj (Var (O), Disj (Var (O), Disj (Var (S (O)), Var (S (O)))))
45;45;true;false;Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (S (O)))))
48;44;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
48;44;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
45;42;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
45;42;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
50;46;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Neg (Var (O)))))
45;42;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
45;42;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
42;40;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
50;46;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
54;51;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
38;35;true;true;Conj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
35;33;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
43;39;true;false;Conj (Var (O), Disj (Neg (Var (O)), Neg (Var (S (O)))))
50;46;true;true;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (S (O)))))
47;44;true;_;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (O))))
45;42;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
45;42;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
42;40;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
36;30;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
33;28;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
46;38;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
43;36;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
48;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
48;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (S (O)))))
45;42;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
50;46;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Neg (Var (O)))))
51;43;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
48;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
48;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
45;39;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
60;52;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
57;50;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
33;28;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
30;26;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
38;32;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
43;36;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
40;34;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
52;45;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
53;45;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O))))))
50;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
50;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (O), Var (S (O))))))
48;44;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
45;42;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
45;42;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
50;46;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Neg (Var (O)))))
45;42;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
45;42;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
42;40;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
50;46;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (S (O))))))
50;46;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (S (O))))))
47;44;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (O)))))
54;51;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O)))))
47;44;true;_;Conj (Var (O), Conj (Var (O), Disj (Neg (Var (O)), Var (O))))
48;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
45;39;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
60;52;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
57;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
45;39;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
42;37;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
50;43;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
52;45;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
57;53;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O))))))
54;51;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O)))))
60;52;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
57;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
57;50;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
54;48;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
45;39;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
42;37;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
54;48;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
26;21;true;false;Conj (Neg (Var (S (O))), Var (O))
26;21;false;true;Conj (Neg (Var (O)), Var (S (O)))
31;25;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
28;23;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
36;29;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
40;37;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
43;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
43;36;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
43;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
43;36;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
40;34;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
41;37;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
38;35;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
38;35;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
40;37;false;_;Conj (Neg (Var (O)), Disj (Var (O), Neg (Var (O))))
41;34;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
43;36;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
33;28;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
33;28;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
30;26;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
38;32;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
40;34;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
45;42;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
45;42;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
45;42;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
45;42;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
42;40;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
48;41;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
45;39;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
45;39;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
42;37;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
54;48;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
